inst#,actual,predicted,error,distribution,
5334,2:attack,2:attack,,0,*1
5335,2:attack,2:attack,,0.169,*0.831
5336,2:attack,2:attack,,0,*1
5337,2:attack,2:attack,,0,*1
5338,2:attack,2:attack,,0,*1
5339,2:attack,2:attack,,0,*1
5340,2:attack,2:attack,,0,*1
5341,2:attack,2:attack,,0,*1
5342,2:attack,2:attack,,0,*1
5343,2:attack,2:attack,,0,*1
5344,2:attack,2:attack,,0,*1
5345,2:attack,2:attack,,0,*1
5346,2:attack,2:attack,,0,*1
5347,2:attack,2:attack,,0,*1
5348,2:attack,2:attack,,0,*1
5349,2:attack,2:attack,,0,*1
5350,2:attack,2:attack,,0,*1
5351,2:attack,2:attack,,0,*1
5352,2:attack,2:attack,,0,*1
5353,2:attack,2:attack,,0,*1
5354,2:attack,2:attack,,0,*1
5355,2:attack,2:attack,,0,*1
5356,2:attack,2:attack,,0,*1
5357,2:attack,2:attack,,0,*1
5358,2:attack,2:attack,,0,*1
5359,2:attack,2:attack,,0,*1
5360,2:attack,1:normal.,+,*0.993,0.007
5361,2:attack,2:attack,,0,*1
5362,2:attack,2:attack,,0,*1
5363,2:attack,2:attack,,0,*1
5364,2:attack,2:attack,,0,*1
5365,2:attack,2:attack,,0,*1
5366,2:attack,2:attack,,0,*1
5367,2:attack,2:attack,,0,*1
5368,2:attack,2:attack,,0,*1
5369,2:attack,2:attack,,0.078,*0.922
5370,2:attack,2:attack,,0,*1
5371,2:attack,2:attack,,0,*1
5372,2:attack,2:attack,,0,*1
5373,2:attack,2:attack,,0,*1
5374,2:attack,2:attack,,0,*1
5375,2:attack,2:attack,,0,*1
5376,2:attack,2:attack,,0,*1
5377,2:attack,2:attack,,0,*1
5378,2:attack,2:attack,,0,*1
5379,2:attack,2:attack,,0,*1
5380,2:attack,2:attack,,0,*1
5381,2:attack,2:attack,,0,*1
5382,2:attack,2:attack,,0,*1
5383,2:attack,2:attack,,0,*1
5384,2:attack,2:attack,,0,*1
5385,2:attack,2:attack,,0,*1
5386,2:attack,2:attack,,0,*1
5387,2:attack,2:attack,,0,*1
5388,2:attack,2:attack,,0,*1
5389,2:attack,2:attack,,0,*1
5390,2:attack,2:attack,,0,*1
5391,2:attack,2:attack,,0,*1
5392,2:attack,2:attack,,0,*1
5393,2:attack,2:attack,,0,*1
5394,2:attack,2:attack,,0,*1
5395,2:attack,2:attack,,0,*1
5396,2:attack,2:attack,,0,*1
5397,2:attack,2:attack,,0,*1
5398,2:attack,2:attack,,0,*1
5399,2:attack,2:attack,,0,*1
5400,2:attack,2:attack,,0,*1
5401,2:attack,2:attack,,0,*1
5402,2:attack,2:attack,,0,*1
5403,2:attack,2:attack,,0,*1
5404,2:attack,2:attack,,0,*1
5405,2:attack,2:attack,,0,*1
5406,2:attack,2:attack,,0,*1
5407,2:attack,2:attack,,0,*1
5408,2:attack,2:attack,,0,*1
5409,2:attack,2:attack,,0,*1
5410,2:attack,2:attack,,0,*1
5411,2:attack,2:attack,,0,*1
5412,2:attack,2:attack,,0,*1
5413,2:attack,2:attack,,0,*1
5414,2:attack,2:attack,,0,*1
5415,2:attack,2:attack,,0,*1
5416,2:attack,2:attack,,0,*1
5417,2:attack,2:attack,,0,*1
5418,2:attack,2:attack,,0,*1
5419,2:attack,2:attack,,0,*1
5420,2:attack,2:attack,,0,*1
5421,2:attack,2:attack,,0,*1
5422,2:attack,2:attack,,0,*1
5423,2:attack,2:attack,,0,*1
5424,2:attack,2:attack,,0,*1
5425,2:attack,2:attack,,0,*1
5426,2:attack,2:attack,,0,*1
5427,2:attack,2:attack,,0,*1
5428,2:attack,2:attack,,0,*1
5429,2:attack,2:attack,,0,*1
5430,2:attack,2:attack,,0,*1
5431,2:attack,2:attack,,0,*1
5432,2:attack,2:attack,,0,*1
5433,2:attack,2:attack,,0,*1
5434,2:attack,2:attack,,0,*1
5435,2:attack,2:attack,,0,*1
5436,2:attack,2:attack,,0,*1
5437,2:attack,2:attack,,0,*1
5438,2:attack,2:attack,,0,*1
5439,2:attack,2:attack,,0,*1
5440,2:attack,2:attack,,0,*1
5441,2:attack,2:attack,,0,*1
5442,2:attack,2:attack,,0,*1
5443,2:attack,2:attack,,0,*1
5444,2:attack,2:attack,,0,*1
5445,2:attack,2:attack,,0,*1
5446,2:attack,2:attack,,0,*1
5447,2:attack,2:attack,,0,*1
5448,2:attack,2:attack,,0,*1
5449,2:attack,2:attack,,0,*1
5450,2:attack,2:attack,,0,*1
5451,2:attack,2:attack,,0,*1
5452,2:attack,2:attack,,0,*1
5453,2:attack,2:attack,,0,*1
5454,2:attack,2:attack,,0,*1
5455,2:attack,2:attack,,0,*1
5456,2:attack,2:attack,,0,*1
5457,2:attack,2:attack,,0,*1
5458,2:attack,2:attack,,0,*1
5459,2:attack,1:normal.,+,*0.712,0.288
5460,2:attack,2:attack,,0,*1
5461,2:attack,2:attack,,0,*1
5462,2:attack,2:attack,,0,*1
5463,2:attack,2:attack,,0,*1
5464,2:attack,2:attack,,0,*1
5465,2:attack,2:attack,,0,*1
5466,2:attack,2:attack,,0,*1
5467,2:attack,2:attack,,0,*1
5468,2:attack,2:attack,,0,*1
5469,2:attack,2:attack,,0,*1
5470,2:attack,2:attack,,0,*1
5471,2:attack,2:attack,,0,*1
5472,2:attack,2:attack,,0,*1
5473,2:attack,2:attack,,0,*1
5474,2:attack,2:attack,,0,*1
5475,2:attack,2:attack,,0,*1
5476,2:attack,2:attack,,0,*1
5477,2:attack,2:attack,,0,*1
5478,2:attack,2:attack,,0,*1
5479,2:attack,2:attack,,0,*1
5480,2:attack,2:attack,,0,*1
5481,2:attack,2:attack,,0,*1
5482,2:attack,2:attack,,0,*1
5483,2:attack,2:attack,,0,*1
5484,2:attack,2:attack,,0,*1
5485,2:attack,2:attack,,0,*1
5486,2:attack,2:attack,,0,*1
5487,2:attack,2:attack,,0,*1
5488,2:attack,2:attack,,0,*1
5489,2:attack,2:attack,,0,*1
5490,2:attack,2:attack,,0,*1
5491,2:attack,2:attack,,0,*1
5492,2:attack,2:attack,,0,*1
5493,2:attack,2:attack,,0,*1
5494,2:attack,2:attack,,0,*1
5495,2:attack,2:attack,,0,*1
5496,2:attack,2:attack,,0,*1
5497,2:attack,2:attack,,0,*1
5498,2:attack,2:attack,,0,*1
5499,2:attack,2:attack,,0,*1
5500,2:attack,2:attack,,0,*1
5501,2:attack,2:attack,,0,*1
5502,2:attack,2:attack,,0,*1
5503,2:attack,2:attack,,0,*1
5504,2:attack,2:attack,,0,*1
5505,2:attack,2:attack,,0,*1
5506,2:attack,2:attack,,0,*1
5507,2:attack,1:normal.,+,*0.995,0.005
5508,2:attack,2:attack,,0,*1
5509,2:attack,2:attack,,0,*1
5510,2:attack,2:attack,,0,*1
5511,2:attack,2:attack,,0,*1
5512,2:attack,2:attack,,0,*1
5513,2:attack,2:attack,,0,*1
5514,2:attack,2:attack,,0,*1
5515,2:attack,2:attack,,0,*1
5516,2:attack,2:attack,,0,*1
5517,2:attack,2:attack,,0,*1
5518,2:attack,2:attack,,0,*1
5519,2:attack,2:attack,,0,*1
5520,2:attack,2:attack,,0,*1
5521,2:attack,2:attack,,0,*1
5522,2:attack,2:attack,,0,*1
5523,2:attack,2:attack,,0,*1
5524,2:attack,2:attack,,0,*1
5525,2:attack,2:attack,,0,*1
5526,2:attack,2:attack,,0,*1
5527,2:attack,2:attack,,0,*1
5528,2:attack,2:attack,,0,*1
5529,2:attack,2:attack,,0,*1
5530,2:attack,2:attack,,0,*1
5531,2:attack,2:attack,,0,*1
5532,2:attack,2:attack,,0,*1
5533,2:attack,2:attack,,0,*1
5534,2:attack,2:attack,,0,*1
5535,2:attack,2:attack,,0,*1
5536,2:attack,2:attack,,0,*1
5537,2:attack,2:attack,,0,*1
5538,2:attack,2:attack,,0,*1
5539,2:attack,2:attack,,0,*1
5540,2:attack,2:attack,,0,*1
5541,2:attack,2:attack,,0,*1
5542,2:attack,2:attack,,0,*1
5543,2:attack,2:attack,,0,*1
5544,2:attack,2:attack,,0,*1
5545,2:attack,2:attack,,0,*1
5546,2:attack,2:attack,,0,*1
5547,2:attack,1:normal.,+,*0.994,0.006
5548,2:attack,2:attack,,0,*1
5549,2:attack,2:attack,,0,*1
5550,2:attack,2:attack,,0,*1
5551,2:attack,2:attack,,0,*1
5552,2:attack,2:attack,,0.011,*0.989
5553,2:attack,2:attack,,0,*1
5554,2:attack,2:attack,,0,*1
5555,2:attack,2:attack,,0,*1
5556,2:attack,2:attack,,0,*1
5557,2:attack,2:attack,,0,*1
5558,2:attack,2:attack,,0,*1
5559,2:attack,2:attack,,0,*1
5560,2:attack,2:attack,,0,*1
5561,2:attack,2:attack,,0,*1
5562,2:attack,2:attack,,0,*1
5563,2:attack,2:attack,,0,*1
5564,2:attack,2:attack,,0,*1
5565,2:attack,2:attack,,0,*1
5566,2:attack,2:attack,,0,*1
5567,2:attack,2:attack,,0,*1
5568,2:attack,2:attack,,0,*1
5569,2:attack,2:attack,,0,*1
5570,2:attack,2:attack,,0,*1
5571,2:attack,2:attack,,0,*1
5572,2:attack,2:attack,,0,*1
5573,2:attack,2:attack,,0,*1
5574,2:attack,2:attack,,0,*1
5575,2:attack,2:attack,,0,*1
5576,2:attack,2:attack,,0,*1
5577,2:attack,2:attack,,0,*1
5578,2:attack,2:attack,,0,*1
5579,2:attack,2:attack,,0,*1
5580,2:attack,2:attack,,0,*1
5581,2:attack,2:attack,,0,*1
5582,2:attack,2:attack,,0,*1
5583,2:attack,2:attack,,0,*1
5584,2:attack,2:attack,,0,*1
5585,2:attack,2:attack,,0,*1
5586,2:attack,2:attack,,0,*1
5587,2:attack,2:attack,,0,*1
5588,2:attack,2:attack,,0,*1
5589,2:attack,2:attack,,0,*1
5590,2:attack,2:attack,,0,*1
5591,2:attack,2:attack,,0,*1
5592,2:attack,2:attack,,0,*1
5593,2:attack,2:attack,,0,*1
5594,2:attack,2:attack,,0,*1
5595,2:attack,2:attack,,0,*1
5596,2:attack,2:attack,,0,*1
5597,2:attack,2:attack,,0,*1
5598,2:attack,2:attack,,0,*1
5599,2:attack,2:attack,,0,*1
5600,2:attack,2:attack,,0,*1
5601,2:attack,2:attack,,0,*1
5602,2:attack,2:attack,,0,*1
5603,2:attack,2:attack,,0,*1
5604,2:attack,2:attack,,0,*1
5605,2:attack,2:attack,,0,*1
5606,2:attack,2:attack,,0,*1
5607,2:attack,2:attack,,0,*1
5608,2:attack,2:attack,,0,*1
5609,2:attack,2:attack,,0,*1
5610,2:attack,2:attack,,0,*1
5611,2:attack,2:attack,,0,*1
5612,2:attack,2:attack,,0,*1
5613,2:attack,2:attack,,0,*1
5614,2:attack,2:attack,,0,*1
5615,2:attack,2:attack,,0,*1
5616,2:attack,2:attack,,0,*1
5617,2:attack,2:attack,,0,*1
5618,2:attack,2:attack,,0,*1
5619,2:attack,2:attack,,0,*1
5620,2:attack,2:attack,,0,*1
5621,2:attack,2:attack,,0,*1
5622,2:attack,2:attack,,0,*1
5623,2:attack,2:attack,,0,*1
5624,2:attack,2:attack,,0,*1
5625,2:attack,2:attack,,0,*1
5626,2:attack,2:attack,,0,*1
5627,2:attack,2:attack,,0,*1
5628,2:attack,2:attack,,0,*1
5629,2:attack,2:attack,,0,*1
5630,2:attack,2:attack,,0,*1
5631,2:attack,2:attack,,0,*1
5632,2:attack,2:attack,,0,*1
5633,2:attack,2:attack,,0,*1
5634,2:attack,2:attack,,0,*1
5635,2:attack,2:attack,,0,*1
5636,2:attack,2:attack,,0,*1
5637,2:attack,2:attack,,0,*1
5638,2:attack,2:attack,,0,*1
5639,2:attack,2:attack,,0,*1
5640,2:attack,2:attack,,0,*1
5641,2:attack,2:attack,,0,*1
5642,2:attack,2:attack,,0,*1
5643,2:attack,2:attack,,0,*1
5644,2:attack,2:attack,,0,*1
5645,2:attack,2:attack,,0,*1
5646,2:attack,2:attack,,0,*1
5647,2:attack,2:attack,,0,*1
5648,2:attack,2:attack,,0,*1
5649,2:attack,2:attack,,0,*1
5650,2:attack,2:attack,,0,*1
5651,2:attack,2:attack,,0,*1
5652,2:attack,2:attack,,0,*1
5653,2:attack,2:attack,,0,*1
5654,2:attack,2:attack,,0,*1
5655,2:attack,2:attack,,0,*1
5656,2:attack,2:attack,,0,*1
5657,2:attack,2:attack,,0,*1
5658,2:attack,2:attack,,0,*1
5659,2:attack,2:attack,,0,*1
5660,2:attack,2:attack,,0,*1
5661,2:attack,2:attack,,0,*1
5662,2:attack,2:attack,,0,*1
5663,2:attack,2:attack,,0,*1
5664,2:attack,2:attack,,0,*1
5665,2:attack,2:attack,,0,*1
5666,2:attack,2:attack,,0,*1
5667,2:attack,2:attack,,0,*1
5668,2:attack,2:attack,,0,*1
5669,2:attack,2:attack,,0,*1
5670,2:attack,2:attack,,0,*1
5671,2:attack,2:attack,,0,*1
5672,2:attack,2:attack,,0,*1
5673,2:attack,2:attack,,0,*1
5674,2:attack,2:attack,,0,*1
5675,2:attack,2:attack,,0,*1
5676,2:attack,2:attack,,0,*1
5677,2:attack,2:attack,,0,*1
5678,2:attack,2:attack,,0,*1
5679,2:attack,2:attack,,0,*1
5680,2:attack,2:attack,,0,*1
5681,2:attack,2:attack,,0,*1
5682,2:attack,2:attack,,0,*1
5683,2:attack,2:attack,,0,*1
5684,2:attack,2:attack,,0,*1
5685,2:attack,2:attack,,0,*1
5686,2:attack,2:attack,,0,*1
5687,2:attack,2:attack,,0,*1
5688,2:attack,2:attack,,0,*1
5689,2:attack,2:attack,,0,*1
5690,2:attack,2:attack,,0,*1
5691,2:attack,2:attack,,0,*1
5692,2:attack,2:attack,,0,*1
5693,2:attack,2:attack,,0,*1
5694,2:attack,2:attack,,0,*1
5695,2:attack,2:attack,,0,*1
5696,2:attack,2:attack,,0,*1
5697,2:attack,2:attack,,0,*1
5698,2:attack,2:attack,,0,*1
5699,2:attack,2:attack,,0,*1
5700,2:attack,2:attack,,0,*1
5701,2:attack,2:attack,,0,*1
5702,2:attack,2:attack,,0,*1
5703,2:attack,2:attack,,0,*1
5704,2:attack,2:attack,,0,*1
5705,2:attack,2:attack,,0,*1
5706,2:attack,2:attack,,0,*1
5707,2:attack,1:normal.,+,*0.994,0.006
5708,2:attack,2:attack,,0,*1
5709,2:attack,2:attack,,0,*1
5710,2:attack,2:attack,,0,*1
5711,2:attack,2:attack,,0,*1
5712,2:attack,2:attack,,0,*1
5713,2:attack,2:attack,,0,*1
5714,2:attack,2:attack,,0,*1
5715,2:attack,1:normal.,+,*0.993,0.007
5716,2:attack,2:attack,,0,*1
5717,2:attack,2:attack,,0,*1
5718,2:attack,2:attack,,0,*1
5719,2:attack,2:attack,,0,*1
5720,2:attack,2:attack,,0,*1
5721,2:attack,2:attack,,0,*1
5722,2:attack,2:attack,,0,*1
5723,2:attack,2:attack,,0,*1
5724,2:attack,2:attack,,0,*1
5725,2:attack,2:attack,,0,*1
5726,2:attack,2:attack,,0,*1
5727,2:attack,2:attack,,0,*1
5728,2:attack,2:attack,,0,*1
5729,2:attack,2:attack,,0,*1
5730,2:attack,2:attack,,0,*1
5731,2:attack,2:attack,,0,*1
5732,2:attack,2:attack,,0,*1
5733,2:attack,2:attack,,0,*1
5734,2:attack,2:attack,,0,*1
5735,2:attack,2:attack,,0,*1
5736,2:attack,2:attack,,0,*1
5737,2:attack,2:attack,,0,*1
5738,2:attack,2:attack,,0,*1
5739,2:attack,2:attack,,0,*1
5740,2:attack,2:attack,,0,*1
5741,2:attack,2:attack,,0,*1
5742,2:attack,2:attack,,0,*1
5743,2:attack,2:attack,,0,*1
5744,2:attack,2:attack,,0.16,*0.84
5745,2:attack,2:attack,,0,*1
5746,2:attack,2:attack,,0,*1
5747,2:attack,2:attack,,0,*1
5748,2:attack,2:attack,,0,*1
5749,2:attack,2:attack,,0,*1
5750,2:attack,2:attack,,0,*1
5751,2:attack,2:attack,,0,*1
5752,2:attack,2:attack,,0,*1
5753,2:attack,2:attack,,0,*1
5754,2:attack,2:attack,,0,*1
5755,2:attack,2:attack,,0,*1
5756,2:attack,2:attack,,0,*1
5757,2:attack,2:attack,,0,*1
5758,2:attack,2:attack,,0,*1
5759,2:attack,2:attack,,0,*1
5760,2:attack,2:attack,,0,*1
5761,2:attack,2:attack,,0,*1
5762,2:attack,2:attack,,0,*1
5763,2:attack,2:attack,,0,*1
5764,2:attack,2:attack,,0,*1
5765,2:attack,2:attack,,0,*1
5766,2:attack,2:attack,,0,*1
5767,2:attack,2:attack,,0,*1
5768,2:attack,2:attack,,0,*1
5769,2:attack,2:attack,,0,*1
5770,2:attack,2:attack,,0,*1
5771,2:attack,2:attack,,0,*1
5772,2:attack,2:attack,,0,*1
5773,2:attack,2:attack,,0,*1
5774,2:attack,2:attack,,0,*1
5775,2:attack,2:attack,,0,*1
5776,2:attack,2:attack,,0,*1
5777,2:attack,2:attack,,0,*1
5778,2:attack,2:attack,,0,*1
5779,2:attack,2:attack,,0,*1
5780,2:attack,2:attack,,0,*1
5781,2:attack,2:attack,,0,*1
5782,2:attack,2:attack,,0,*1
5783,2:attack,2:attack,,0,*1
5784,2:attack,2:attack,,0,*1
5785,2:attack,2:attack,,0,*1
5786,2:attack,2:attack,,0,*1
5787,2:attack,2:attack,,0,*1
5788,2:attack,2:attack,,0,*1
5789,2:attack,2:attack,,0,*1
5790,2:attack,2:attack,,0,*1
5791,2:attack,2:attack,,0,*1
5792,2:attack,2:attack,,0,*1
5793,2:attack,2:attack,,0,*1
5794,2:attack,2:attack,,0,*1
5795,2:attack,2:attack,,0,*1
5796,2:attack,2:attack,,0,*1
5797,2:attack,2:attack,,0,*1
5798,2:attack,2:attack,,0,*1
5799,2:attack,2:attack,,0,*1
5800,2:attack,2:attack,,0,*1
5801,2:attack,2:attack,,0,*1
5802,2:attack,2:attack,,0,*1
5803,2:attack,2:attack,,0,*1
5804,2:attack,2:attack,,0,*1
5805,2:attack,2:attack,,0,*1
5806,2:attack,2:attack,,0,*1
5807,2:attack,2:attack,,0,*1
5808,2:attack,2:attack,,0,*1
5809,2:attack,2:attack,,0,*1
5810,2:attack,2:attack,,0,*1
5811,2:attack,2:attack,,0,*1
5812,2:attack,2:attack,,0,*1
5813,2:attack,2:attack,,0.029,*0.971
5814,2:attack,2:attack,,0,*1
5815,2:attack,2:attack,,0,*1
5816,2:attack,2:attack,,0,*1
5817,2:attack,2:attack,,0,*1
5818,2:attack,2:attack,,0,*1
5819,2:attack,2:attack,,0,*1
5820,2:attack,2:attack,,0,*1
5821,2:attack,2:attack,,0,*1
5822,2:attack,2:attack,,0,*1
5823,2:attack,2:attack,,0,*1
5824,2:attack,2:attack,,0,*1
5825,2:attack,2:attack,,0,*1
5826,2:attack,2:attack,,0,*1
5827,2:attack,2:attack,,0,*1
5828,2:attack,2:attack,,0,*1
5829,2:attack,2:attack,,0,*1
5830,2:attack,2:attack,,0,*1
5831,2:attack,2:attack,,0,*1
5832,2:attack,2:attack,,0,*1
5833,2:attack,2:attack,,0,*1
5834,2:attack,2:attack,,0,*1
5835,2:attack,2:attack,,0,*1
5836,2:attack,2:attack,,0,*1
5837,2:attack,2:attack,,0,*1
5838,2:attack,2:attack,,0,*1
5839,2:attack,2:attack,,0,*1
5840,2:attack,2:attack,,0,*1
5841,2:attack,2:attack,,0,*1
5842,2:attack,2:attack,,0,*1
5843,2:attack,2:attack,,0,*1
5844,2:attack,2:attack,,0,*1
5845,2:attack,2:attack,,0,*1
5846,2:attack,2:attack,,0,*1
5847,2:attack,2:attack,,0,*1
5848,2:attack,2:attack,,0,*1
5849,2:attack,2:attack,,0,*1
5850,2:attack,2:attack,,0,*1
5851,2:attack,2:attack,,0,*1
5852,2:attack,2:attack,,0,*1
5853,2:attack,2:attack,,0,*1
5854,2:attack,2:attack,,0,*1
5855,2:attack,2:attack,,0,*1
5856,2:attack,2:attack,,0,*1
5857,2:attack,2:attack,,0,*1
5858,2:attack,2:attack,,0,*1
5859,2:attack,2:attack,,0,*1
5860,2:attack,2:attack,,0,*1
5861,2:attack,2:attack,,0,*1
5862,2:attack,2:attack,,0,*1
5863,2:attack,2:attack,,0,*1
5864,2:attack,2:attack,,0,*1
5865,2:attack,2:attack,,0,*1
5866,2:attack,2:attack,,0,*1
5867,2:attack,2:attack,,0,*1
5868,2:attack,2:attack,,0,*1
5869,2:attack,2:attack,,0,*1
5870,2:attack,2:attack,,0,*1
5871,2:attack,2:attack,,0,*1
5872,2:attack,2:attack,,0,*1
5873,2:attack,2:attack,,0,*1
5874,2:attack,2:attack,,0,*1
5875,2:attack,2:attack,,0,*1
5876,2:attack,2:attack,,0,*1
5877,2:attack,2:attack,,0,*1
5878,2:attack,2:attack,,0,*1
5879,2:attack,2:attack,,0,*1
5880,2:attack,2:attack,,0,*1
5881,2:attack,2:attack,,0,*1
5882,2:attack,2:attack,,0,*1
5883,2:attack,2:attack,,0,*1
5884,2:attack,2:attack,,0,*1
5885,2:attack,2:attack,,0,*1
5886,2:attack,2:attack,,0,*1
5887,2:attack,2:attack,,0,*1
5888,2:attack,2:attack,,0,*1
5889,2:attack,2:attack,,0,*1
5890,2:attack,2:attack,,0,*1
5891,2:attack,2:attack,,0,*1
5892,2:attack,2:attack,,0,*1
5893,2:attack,2:attack,,0,*1
5894,2:attack,2:attack,,0,*1
5895,2:attack,2:attack,,0,*1
5896,2:attack,2:attack,,0,*1
5897,2:attack,2:attack,,0,*1
5898,2:attack,2:attack,,0,*1
5899,2:attack,2:attack,,0,*1
5900,2:attack,2:attack,,0,*1
5901,2:attack,2:attack,,0,*1
5902,2:attack,2:attack,,0,*1
5903,2:attack,2:attack,,0.06,*0.94
5904,2:attack,2:attack,,0,*1
5905,2:attack,2:attack,,0,*1
5906,2:attack,2:attack,,0,*1
5907,2:attack,2:attack,,0,*1
5908,2:attack,2:attack,,0,*1
5909,2:attack,2:attack,,0,*1
5910,2:attack,2:attack,,0,*1
5911,2:attack,2:attack,,0,*1
5912,2:attack,2:attack,,0,*1
5913,2:attack,2:attack,,0,*1
5914,2:attack,2:attack,,0,*1
5915,2:attack,2:attack,,0,*1
5916,2:attack,2:attack,,0,*1
5917,2:attack,2:attack,,0,*1
5918,2:attack,2:attack,,0,*1
5919,2:attack,2:attack,,0,*1
5920,2:attack,2:attack,,0,*1
5921,2:attack,2:attack,,0,*1
5922,2:attack,2:attack,,0,*1
5923,2:attack,2:attack,,0,*1
5924,2:attack,2:attack,,0,*1
5925,2:attack,2:attack,,0,*1
5926,2:attack,2:attack,,0,*1
5927,2:attack,2:attack,,0,*1
5928,2:attack,2:attack,,0,*1
5929,2:attack,2:attack,,0,*1
5930,2:attack,2:attack,,0,*1
5931,2:attack,2:attack,,0,*1
5932,2:attack,2:attack,,0,*1
5933,2:attack,2:attack,,0,*1
5934,2:attack,2:attack,,0,*1
5935,2:attack,2:attack,,0,*1
5936,2:attack,2:attack,,0,*1
5937,2:attack,2:attack,,0,*1
5938,2:attack,2:attack,,0,*1
5939,2:attack,2:attack,,0,*1
5940,2:attack,2:attack,,0,*1
5941,2:attack,2:attack,,0,*1
5942,2:attack,2:attack,,0,*1
5943,2:attack,2:attack,,0,*1
5944,2:attack,2:attack,,0,*1
5945,2:attack,2:attack,,0,*1
5946,2:attack,2:attack,,0,*1
5947,2:attack,2:attack,,0,*1
5948,2:attack,2:attack,,0,*1
5949,2:attack,2:attack,,0,*1
5950,2:attack,2:attack,,0,*1
5951,2:attack,2:attack,,0,*1
5952,2:attack,2:attack,,0,*1
5953,2:attack,2:attack,,0,*1
5954,2:attack,2:attack,,0,*1
5955,2:attack,2:attack,,0,*1
5956,2:attack,2:attack,,0,*1
5957,2:attack,2:attack,,0,*1
5958,2:attack,2:attack,,0,*1
5959,2:attack,2:attack,,0,*1
5960,2:attack,2:attack,,0,*1
5961,2:attack,2:attack,,0,*1
5962,2:attack,2:attack,,0,*1
5963,2:attack,2:attack,,0,*1
5964,2:attack,2:attack,,0,*1
5965,2:attack,2:attack,,0,*1
5966,2:attack,2:attack,,0,*1
5967,2:attack,2:attack,,0,*1
5968,2:attack,2:attack,,0,*1
5969,2:attack,2:attack,,0,*1
5970,2:attack,2:attack,,0,*1
5971,2:attack,2:attack,,0,*1
5972,2:attack,2:attack,,0,*1
5973,2:attack,2:attack,,0,*1
5974,2:attack,2:attack,,0,*1
5975,2:attack,2:attack,,0,*1
5976,2:attack,2:attack,,0,*1
5977,2:attack,2:attack,,0,*1
5978,2:attack,1:normal.,+,*0.993,0.007
5979,2:attack,2:attack,,0,*1
5980,2:attack,2:attack,,0,*1
5981,2:attack,2:attack,,0,*1
5982,2:attack,2:attack,,0,*1
5983,2:attack,2:attack,,0,*1
5984,2:attack,2:attack,,0,*1
5985,2:attack,2:attack,,0,*1
5986,2:attack,2:attack,,0,*1
5987,2:attack,2:attack,,0,*1
5988,2:attack,2:attack,,0,*1
5989,2:attack,2:attack,,0,*1
5990,2:attack,2:attack,,0,*1
5991,2:attack,2:attack,,0,*1
5992,2:attack,2:attack,,0,*1
5993,2:attack,2:attack,,0,*1
5994,2:attack,2:attack,,0,*1
5995,2:attack,2:attack,,0,*1
5996,2:attack,2:attack,,0,*1
5997,2:attack,2:attack,,0,*1
5998,2:attack,2:attack,,0,*1
5999,2:attack,2:attack,,0,*1
6000,2:attack,2:attack,,0,*1
6001,2:attack,2:attack,,0,*1
6002,2:attack,2:attack,,0,*1
6003,2:attack,2:attack,,0,*1
6004,2:attack,2:attack,,0,*1
6005,2:attack,2:attack,,0,*1
6006,2:attack,2:attack,,0,*1
6007,2:attack,2:attack,,0,*1
6008,2:attack,2:attack,,0,*1
6009,2:attack,2:attack,,0,*1
6010,2:attack,2:attack,,0,*1
6011,2:attack,2:attack,,0,*1
6012,2:attack,2:attack,,0,*1
6013,2:attack,2:attack,,0,*1
6014,2:attack,2:attack,,0,*1
6015,2:attack,2:attack,,0,*1
6016,2:attack,2:attack,,0,*1
6017,2:attack,2:attack,,0,*1
6018,2:attack,2:attack,,0,*1
6019,2:attack,2:attack,,0,*1
6020,2:attack,2:attack,,0,*1
6021,2:attack,2:attack,,0,*1
6022,2:attack,2:attack,,0,*1
6023,2:attack,2:attack,,0,*1
6024,2:attack,2:attack,,0,*1
6025,2:attack,2:attack,,0,*1
6026,2:attack,2:attack,,0,*1
6027,2:attack,2:attack,,0,*1
6028,2:attack,2:attack,,0,*1
6029,2:attack,2:attack,,0,*1
6030,2:attack,2:attack,,0,*1
6031,2:attack,2:attack,,0,*1
6032,2:attack,2:attack,,0,*1
6033,2:attack,2:attack,,0,*1
6034,2:attack,2:attack,,0,*1
6035,2:attack,2:attack,,0,*1
6036,2:attack,2:attack,,0,*1
6037,2:attack,2:attack,,0,*1
6038,2:attack,1:normal.,+,*0.994,0.006
6039,2:attack,2:attack,,0,*1
6040,2:attack,2:attack,,0,*1
6041,2:attack,2:attack,,0,*1
6042,2:attack,2:attack,,0,*1
6043,2:attack,2:attack,,0,*1
6044,2:attack,2:attack,,0,*1
6045,2:attack,2:attack,,0,*1
6046,2:attack,2:attack,,0,*1
6047,2:attack,2:attack,,0,*1
6048,2:attack,2:attack,,0,*1
6049,2:attack,2:attack,,0,*1
6050,2:attack,2:attack,,0,*1
6051,2:attack,2:attack,,0,*1
6052,2:attack,2:attack,,0,*1
6053,2:attack,2:attack,,0,*1
6054,2:attack,2:attack,,0,*1
6055,2:attack,2:attack,,0,*1
6056,2:attack,2:attack,,0,*1
6057,2:attack,2:attack,,0,*1
6058,2:attack,2:attack,,0,*1
6059,2:attack,2:attack,,0,*1
6060,2:attack,2:attack,,0,*1
6061,2:attack,2:attack,,0,*1
6062,2:attack,2:attack,,0,*1
6063,2:attack,2:attack,,0,*1
6064,2:attack,2:attack,,0,*1
6065,2:attack,2:attack,,0,*1
